zip_code,utility,acronym,type,climate_zone,city,county,utility_baseline_territory,summer_baseline_allowance,winter_baseline_allowance,puma,percentpuma,,,,,,,,,,,,,,,
93555,Southern California Edison,SCE,IOU,14,Ridgecrest,Kern County,14,19.2,11.9,7101,0.516380236,,,,,,,,,,,,,,,
93558,Southern California Edison,SCE,IOU,14,Red Mountain,San Bernardino County,14,19.2,11.9,7101,1,,,,,,,,,,,,,,,
93560,Southern California Edison,SCE,IOU,14,Rosamond,Kern County,14,19.2,11.9,2905,0.981793929,,,,,,,,,,,,,,,
93561,Southern California Edison,SCE,IOU,16,Tehachapi,Kern County,16,14.7,12.4,2905,1,,,,,,,,,,,,,,,
93562,Southern California Edison,SCE,IOU,14,Trona,San Bernardino County,14,19.2,11.9,7101,0.999900985,,,,,,,,,,,,,,,
93563,Southern California Edison,SCE,IOU,16,Valyermo,Los Angeles County,16,14.7,12.4,3709,0.982249242,,,,,,,,,,,,,,,
93591,Southern California Edison,SCE,IOU,14,Palmdale,Los Angeles County,14,19.2,11.9,3772,0.733648308,,,,,,,,,,,,,,,
93601,Pacific Gas & Electric Company,PGE,IOU,13,Ahwahnee,Madera County,R,17.7,10.4,3900,0.858766385,,,,,,,,,,,,,,,
93602,Southern California Edison,SCE,IOU,16,Auberry,Fresno County,16,14.7,12.4,1907,0.944078241,,,,,,,,,,,,,,,
93603,Southern California Edison,SCE,IOU,13,Badger,Tulare County,13,22.2,12.2,10703,0.939896203,,,,,,,,,,,,,,,
93604,Pacific Gas & Electric Company,PGE,IOU,16,Bass Lake,Madera County,Y,10.5,11.1,3900,1,,,,,,,,,,,,,,,
93606,Pacific Gas & Electric Company,PGE,IOU,13,Biola,Fresno County,R,17.7,10.4,1901,1,,,,,,,,,,,,,,,
93608,Pacific Gas & Electric Company,PGE,IOU,13,Cantua Creek,Fresno County,R,17.7,10.4,1901,1,,,,,,,,,,,,,,,
93609,Pacific Gas & Electric Company,PGE,IOU,13,Caruthers,Fresno County,R,17.7,10.4,1901,1,,,,,,,,,,,,,,,
93610,Pacific Gas & Electric Company,PGE,IOU,13,Chowchilla,Madera County,R,17.7,10.4,3900,0.828578182,,,,,,,,,,,,,,,
93611,Pacific Gas & Electric Company,PGE,IOU,13,Clovis,Fresno County,R,17.7,10.4,1906,0.960605551,,,,,,,,,,,,,,,
93612,Pacific Gas & Electric Company,PGE,IOU,13,Clovis,Fresno County,R,17.7,10.4,1906,0.903078776,,,,,,,,,,,,,,,
93614,Pacific Gas & Electric Company,PGE,IOU,13,Coarsegold,Madera County,R,17.7,10.4,3900,1,,,,,,,,,,,,,,,
93615,Southern California Edison,SCE,IOU,13,Cutler,Tulare County,13,22.2,12.2,10703,0.941755354,,,,,,,,,,,,,,,
93616,Pacific Gas & Electric Company,PGE,IOU,13,Del Rey,Fresno County,R,17.7,10.4,1907,0.705766647,,,,,,,,,,,,,,,
93618,Pacific Gas & Electric Company,PGE,IOU,13,Dinuba,Tulare County,W,19.2,9.8,10703,0.892680669,,,,,,,,,,,,,,,
93619,Pacific Gas & Electric Company,PGE,IOU,13,Clovis,Fresno County,R,17.7,10.4,1907,0.904271976,,,,,,,,,,,,,,,
93620,Pacific Gas & Electric Company,PGE,IOU,12,Dos Palos,Merced County,R,17.7,10.4,4701,0.80397417,,,,,,,,,,,,,,,
93621,Pacific Gas & Electric Company,PGE,IOU,13,Dunlap,Fresno County,R,17.7,10.4,1907,0.999381797,,,,,,,,,,,,,,,
93622,Pacific Gas & Electric Company,PGE,IOU,13,Firebaugh,Fresno County,R,17.7,10.4,1901,0.590326051,,,,,,,,,,,,,,,
93623,Pacific Gas & Electric Company,PGE,IOU,16,Fish Camp,Mariposa County,Y,10.5,11.1,300,0.997973183,,,,,,,,,,,,,,,
93624,Pacific Gas & Electric Company,PGE,IOU,13,Five Points,Fresno County,R,17.7,10.4,1901,0.999960977,,,,,,,,,,,,,,,
93625,Pacific Gas & Electric Company,PGE,IOU,13,Fowler,Fresno County,R,17.7,10.4,1901,0.959180503,,,,,,,,,,,,,,,
93626,Pacific Gas & Electric Company,PGE,IOU,13,Friant,Fresno County,R,17.7,10.4,3900,0.752819876,,,,,,,,,,,,,,,
93627,Pacific Gas & Electric Company,PGE,IOU,13,Helm,Fresno County,R,17.7,10.4,1901,1,,,,,,,,,,,,,,,
93628,Pacific Gas & Electric Company,PGE,IOU,16,Hume,Fresno County,Y,10.5,11.1,1907,1,,,,,,,,,,,,,,,
93630,Pacific Gas & Electric Company,PGE,IOU,13,Kerman,Fresno County,R,17.7,10.4,1901,0.997223238,,,,,,,,,,,,,,,
93631,Southern California Edison,SCE,IOU,13,Kingsburg,Fresno County,13,22.2,12.2,10703,0.597613647,,,,,,,,,,,,,,,
93633,Southern California Edison,SCE,IOU,16,Kings Canyon National Pk,Tulare County,16,14.7,12.4,1907,0.897427637,,,,,,,,,,,,,,,
93634,Southern California Edison,SCE,IOU,16,Lakeshore,Fresno County,16,14.7,12.4,1907,1,,,,,,,,,,,,,,,
93635,Pacific Gas & Electric Company,PGE,IOU,12,Los Banos,Merced County,R,17.7,10.4,4701,0.999612794,,,,,,,,,,,,,,,
93636,Pacific Gas & Electric Company,PGE,IOU,13,Madera,Madera County,R,17.7,10.4,3900,0.999409428,,,,,,,,,,,,,,,
93637,Pacific Gas & Electric Company,PGE,IOU,13,Madera,Madera County,R,17.7,10.4,3900,0.999711933,,,,,,,,,,,,,,,
93638,Pacific Gas & Electric Company,PGE,IOU,13,Madera,Madera County,R,17.7,10.4,3900,1,,,,,,,,,,,,,,,
93640,Pacific Gas & Electric Company,PGE,IOU,13,Mendota,Fresno County,R,17.7,10.4,1901,0.999676656,,,,,,,,,,,,,,,
93641,Pacific Gas & Electric Company,PGE,IOU,13,Miramonte,Fresno County,R,17.7,10.4,1907,0.998708011,,,,,,,,,,,,,,,
93643,Southern California Edison,SCE,IOU,16,North Fork,Madera County,16,14.7,12.4,3900,0.999227654,,,,,,,,,,,,,,,
93644,Southern California Edison,SCE,IOU,13,Oakhurst,Madera County,13,22.2,12.2,3900,0.999642212,,,,,,,,,,,,,,,
93645,Pacific Gas & Electric Company,PGE,IOU,13,O Neals,Madera County,R,17.7,10.4,3900,1,,,,,,,,,,,,,,,
93646,Pacific Gas & Electric Company,PGE,IOU,13,Orange Cove,Fresno County,R,17.7,10.4,10703,0.65172017,,,,,,,,,,,,,,,
93647,Pacific Gas & Electric Company,PGE,IOU,13,Orosi,Tulare County,W,19.2,9.8,10703,0.999494588,,,,,,,,,,,,,,,
93648,Pacific Gas & Electric Company,PGE,IOU,13,Parlier,Fresno County,R,17.7,10.4,1907,1,,,,,,,,,,,,,,,
93650,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1902,1,,,,,,,,,,,,,,,
93651,Pacific Gas & Electric Company,PGE,IOU,13,Prather,Fresno County,R,17.7,10.4,1907,1,,,,,,,,,,,,,,,
93652,Pacific Gas & Electric Company,PGE,IOU,13,Raisin City,Fresno County,R,17.7,10.4,1901,1,,,,,,,,,,,,,,,
93653,Pacific Gas & Electric Company,PGE,IOU,13,Raymond,Madera County,R,17.7,10.4,300,0.508913303,,,,,,,,,,,,,,,
93654,Pacific Gas & Electric Company,PGE,IOU,13,Reedley,Fresno County,R,17.7,10.4,1907,0.922170241,,,,,,,,,,,,,,,
93656,Pacific Gas & Electric Company,PGE,IOU,13,Riverdale,Fresno County,R,17.7,10.4,1901,0.892140833,,,,,,,,,,,,,,,
93657,Pacific Gas & Electric Company,PGE,IOU,13,Sanger,Fresno County,R,17.7,10.4,1907,0.964803884,,,,,,,,,,,,,,,
93660,Pacific Gas & Electric Company,PGE,IOU,13,San Joaquin,Fresno County,R,17.7,10.4,1901,1,,,,,,,,,,,,,,,
93662,Pacific Gas & Electric Company,PGE,IOU,13,Selma,Fresno County,R,17.7,10.4,1901,0.85206765,,,,,,,,,,,,,,,
93664,Southern California Edison,SCE,IOU,16,Shaver Lake,Fresno County,16,14.7,12.4,1907,0.999898699,,,,,,,,,,,,,,,
93666,Pacific Gas & Electric Company,PGE,IOU,13,Sultana,Tulare County,W,19.2,9.8,10703,1,,,,,,,,,,,,,,,
93667,Pacific Gas & Electric Company,PGE,IOU,13,Tollhouse,Fresno County,R,17.7,10.4,1907,1,,,,,,,,,,,,,,,
93668,Pacific Gas & Electric Company,PGE,IOU,13,Tranquillity,Fresno County,R,17.7,10.4,1901,1,,,,,,,,,,,,,,,
93669,Pacific Gas & Electric Company,PGE,IOU,16,Wishon,Madera County,Y,10.5,11.1,3900,1,,,,,,,,,,,,,,,
93673,Pacific Gas & Electric Company,PGE,IOU,13,Traver,Tulare County,W,19.2,9.8,10703,1,,,,,,,,,,,,,,,
93675,Pacific Gas & Electric Company,PGE,IOU,13,Squaw Valley,Fresno County,R,17.7,10.4,1907,0.999411169,,,,,,,,,,,,,,,
93701,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1904,0.925530206,,,,,,,,,,,,,,,
93702,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1905,0.804779709,,,,,,,,,,,,,,,
93703,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1903,0.838387343,,,,,,,,,,,,,,,
93704,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1904,0.648733446,,,,,,,,,,,,,,,
93705,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1904,0.997734814,,,,,,,,,,,,,,,
93706,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1901,0.76193973,,,,,,,,,,,,,,,
93710,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1902,0.992991144,,,,,,,,,,,,,,,
93711,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1902,0.989966367,,,,,,,,,,,,,,,
93720,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1902,0.983918,,,,,,,,,,,,,,,
93721,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1904,0.534348793,,,,,,,,,,,,,,,
93722,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1904,0.54157452,,,,,,,,,,,,,,,
93723,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1901,0.65925286,,,,,,,,,,,,,,,
93725,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1901,0.660437062,,,,,,,,,,,,,,,
93726,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1903,0.916130222,,,,,,,,,,,,,,,
93727,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1903,0.507866467,,,,,,,,,,,,,,,
93728,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1904,1,,,,,,,,,,,,,,,
93730,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1902,0.918734337,,,,,,,,,,,,,,,
93737,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1906,0.78256914,,,,,,,,,,,,,,,
93741,Pacific Gas & Electric Company,PGE,IOU,13,Fresno,Fresno County,R,17.7,10.4,1904,1,,,,,,,,,,,,,,,
93901,Pacific Gas & Electric Company,PGE,IOU,3,Salinas,Monterey County,T,6.5,7.5,5302,1,,,,,,,,,,,,,,,
93905,Pacific Gas & Electric Company,PGE,IOU,3,Salinas,Monterey County,T,6.5,7.5,5302,1,,,,,,,,,,,,,,,
93906,Pacific Gas & Electric Company,PGE,IOU,3,Salinas,Monterey County,T,6.5,7.5,5302,1,,,,,,,,,,,,,,,
93907,Pacific Gas & Electric Company,PGE,IOU,3,Salinas,Monterey County,T,6.5,7.5,5302,0.642427942,,,,,,,,,,,,,,,
93908,Pacific Gas & Electric Company,PGE,IOU,3,Salinas,Monterey County,T,6.5,7.5,5301,0.451656437,,,,,,,,,,,,,,,
93920,Pacific Gas & Electric Company,PGE,IOU,3,Big Sur,Monterey County,T,6.5,7.5,5303,0.999686016,,,,,,,,,,,,,,,
93923,Pacific Gas & Electric Company,PGE,IOU,3,Carmel,Monterey County,T,6.5,7.5,5303,0.560318782,,,,,,,,,,,,,,,
93924,Pacific Gas & Electric Company,PGE,IOU,3,Carmel Valley,Monterey County,T,6.5,7.5,5301,0.77457581,,,,,,,,,,,,,,,
93925,Pacific Gas & Electric Company,PGE,IOU,3,Chualar,Monterey County,T,6.5,7.5,5303,1,,,,,,,,,,,,,,,
93926,Pacific Gas & Electric Company,PGE,IOU,3,Gonzales,Monterey County,T,6.5,7.5,5303,1,,,,,,,,,,,,,,,
93927,Pacific Gas & Electric Company,PGE,IOU,4,Greenfield,Monterey County,X,9.8,9.7,5303,0.999871568,,,,,,,,,,,,,,,
93930,Pacific Gas & Electric Company,PGE,IOU,4,King City,Monterey County,X,9.8,9.7,5303,1,,,,,,,,,,,,,,,
93932,Pacific Gas & Electric Company,PGE,IOU,4,Lockwood,Monterey County,X,9.8,9.7,5303,1,,,,,,,,,,,,,,,
93933,Pacific Gas & Electric Company,PGE,IOU,3,Marina,Monterey County,T,6.5,7.5,5301,0.999613347,,,,,,,,,,,,,,,
93940,Pacific Gas & Electric Company,PGE,IOU,3,Monterey,Monterey County,T,6.5,7.5,5301,1,,,,,,,,,,,,,,,
93943,Pacific Gas & Electric Company,PGE,IOU,3,Monterey,Monterey County,T,6.5,7.5,5301,1,,,,,,,,,,,,,,,
93944,Pacific Gas & Electric Company,PGE,IOU,3,Monterey,Monterey County,T,6.5,7.5,5301,1,,,,,,,,,,,,,,,
93950,Pacific Gas & Electric Company,PGE,IOU,3,Pacific Grove,Monterey County,T,6.5,7.5,5301,1,,,,,,,,,,,,,,,
93953,Pacific Gas & Electric Company,PGE,IOU,3,Pebble Beach,Monterey County,T,6.5,7.5,5301,1,,,,,,,,,,,,,,,
93954,Pacific Gas & Electric Company,PGE,IOU,4,San Lucas,Monterey County,X,9.8,9.7,5303,1,,,,,,,,,,,,,,,
93955,Pacific Gas & Electric Company,PGE,IOU,3,Seaside,Monterey County,T,6.5,7.5,5301,1,,,,,,,,,,,,,,,
93960,Pacific Gas & Electric Company,PGE,IOU,3,Soledad,Monterey County,T,6.5,7.5,5303,0.995507224,,,,,,,,,,,,,,,
93962,Pacific Gas & Electric Company,PGE,IOU,3,Spreckels,Monterey County,T,6.5,7.5,5302,1,,,,,,,,,,,,,,,
94002,Pacific Gas & Electric Company,PGE,IOU,3,Belmont,San Mateo County,T,6.5,7.5,8105,0.991654261,,,,,,,,,,,,,,,
94005,Pacific Gas & Electric Company,PGE,IOU,3,Brisbane,San Mateo County,T,6.5,7.5,8102,0.99277757,,,,,,,,,,,,,,,
94010,Pacific Gas & Electric Company,PGE,IOU,3,Burlingame,San Mateo County,T,6.5,7.5,8103,0.869003406,,,,,,,,,,,,,,,
94014,Pacific Gas & Electric Company,PGE,IOU,3,Daly City,San Mateo County,T,6.5,7.5,8101,0.74752512,,,,,,,,,,,,,,,
94015,Pacific Gas & Electric Company,PGE,IOU,3,Daly City,San Mateo County,T,6.5,7.5,8101,0.989894006,,,,,,,,,,,,,,,
94018,Pacific Gas & Electric Company,PGE,IOU,3,El Granada,San Mateo County,T,6.5,7.5,8104,1,,,,,,,,,,,,,,,
94019,Pacific Gas & Electric Company,PGE,IOU,3,Half Moon Bay,San Mateo County,T,6.5,7.5,8104,0.999409381,,,,,,,,,,,,,,,
94020,Pacific Gas & Electric Company,PGE,IOU,3,La Honda,San Mateo County,T,6.5,7.5,8104,0.998092478,,,,,,,,,,,,,,,
94021,Pacific Gas & Electric Company,PGE,IOU,3,Loma Mar,San Mateo County,Q,9.8,11,8104,0.997110105,,,,,,,,,,,,,,,
94022,Pacific Gas & Electric Company,PGE,IOU,4,Los Altos,Santa Clara County,X,9.8,9.7,8515,0.851724721,,,,,,,,,,,,,,,
94024,Pacific Gas & Electric Company,PGE,IOU,4,Los Altos,Santa Clara County,X,9.8,9.7,8515,0.495190584,,,,,,,,,,,,,,,
94025,Pacific Gas & Electric Company,PGE,IOU,3,Menlo Park,San Mateo County,T,6.5,7.5,8106,0.958963572,,,,,,,,,,,,,,,
94027,Pacific Gas & Electric Company,PGE,IOU,3,Atherton,San Mateo County,T,6.5,7.5,8106,1,,,,,,,,,,,,,,,
94028,Pacific Gas & Electric Company,PGE,IOU,3,Portola Valley,San Mateo County,T,6.5,7.5,8106,0.922135973,,,,,,,,,,,,,,,
94030,Pacific Gas & Electric Company,PGE,IOU,3,Millbrae,San Mateo County,T,6.5,7.5,8103,0.960991037,,,,,,,,,,,,,,,
94035,Pacific Gas & Electric Company,PGE,IOU,4,Mountain View,Santa Clara County,X,9.8,9.7,8522,0.981702247,,,,,,,,,,,,,,,
94037,Pacific Gas & Electric Company,PGE,IOU,3,Montara,San Mateo County,T,6.5,7.5,8104,1,,,,,,,,,,,,,,,
94038,Pacific Gas & Electric Company,PGE,IOU,3,Moss Beach,San Mateo County,T,6.5,7.5,8104,0.971505223,,,,,,,,,,,,,,,
94040,Pacific Gas & Electric Company,PGE,IOU,4,Mountain View,Santa Clara County,X,9.8,9.7,8522,0.98947706,,,,,,,,,,,,,,,
94041,Pacific Gas & Electric Company,PGE,IOU,4,Mountain View,Santa Clara County,X,9.8,9.7,8522,0.994285815,,,,,,,,,,,,,,,
94043,Pacific Gas & Electric Company,PGE,IOU,4,Mountain View,Santa Clara County,X,9.8,9.7,8522,0.977895079,,,,,,,,,,,,,,,
94044,Pacific Gas & Electric Company,PGE,IOU,3,Pacifica,San Mateo County,T,6.5,7.5,8101,0.995755221,,,,,,,,,,,,,,,
94060,Pacific Gas & Electric Company,PGE,IOU,3,Pescadero,San Mateo County,T,6.5,7.5,8104,0.96371167,,,,,,,,,,,,,,,
94061,Pacific Gas & Electric Company,PGE,IOU,3,Redwood City,San Mateo County,T,6.5,7.5,8105,0.799459925,,,,,,,,,,,,,,,
94062,Pacific Gas & Electric Company,PGE,IOU,3,Redwood City,San Mateo County,T,6.5,7.5,8104,0.619111669,,,,,,,,,,,,,,,
94063,Pacific Gas & Electric Company,PGE,IOU,3,Redwood City,San Mateo County,T,6.5,7.5,8105,0.89551327,,,,,,,,,,,,,,,
94065,Pacific Gas & Electric Company,PGE,IOU,3,Redwood City,San Mateo County,T,6.5,7.5,8105,1,,,,,,,,,,,,,,,
94066,Pacific Gas & Electric Company,PGE,IOU,3,San Bruno,San Mateo County,T,6.5,7.5,8102,0.868064516,,,,,,,,,,,,,,,
94070,Pacific Gas & Electric Company,PGE,IOU,3,San Carlos,San Mateo County,T,6.5,7.5,8105,0.998427593,,,,,,,,,,,,,,,
94074,Pacific Gas & Electric Company,PGE,IOU,3,San Gregorio,San Mateo County,T,6.5,7.5,8104,1,,,,,,,,,,,,,,,
94080,Pacific Gas & Electric Company,PGE,IOU,3,South San Francisco,San Mateo County,T,6.5,7.5,8102,0.989561572,,,,,,,,,,,,,,,
94085,Pacific Gas & Electric Company,PGE,IOU,4,Sunnyvale,Santa Clara County,X,9.8,9.7,8516,0.99454938,,,,,,,,,,,,,,,
94086,Pacific Gas & Electric Company,PGE,IOU,4,Sunnyvale,Santa Clara County,X,9.8,9.7,8516,0.977386209,,,,,,,,,,,,,,,
94087,Pacific Gas & Electric Company,PGE,IOU,4,Sunnyvale,Santa Clara County,X,9.8,9.7,8516,0.96501682,,,,,,,,,,,,,,,
94089,Pacific Gas & Electric Company,PGE,IOU,4,Sunnyvale,Santa Clara County,X,9.8,9.7,8519,0.815231208,,,,,,,,,,,,,,,
94102,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7514,0.523062362,,,,,,,,,,,,,,,
94103,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7510,0.805233453,,,,,,,,,,,,,,,
94104,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7509,0.946746881,,,,,,,,,,,,,,,
94105,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7510,0.970751166,,,,,,,,,,,,,,,
94107,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7510,0.934818134,,,,,,,,,,,,,,,
94108,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7509,0.990520402,,,,,,,,,,,,,,,
94109,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7509,0.684503308,,,,,,,,,,,,,,,
94110,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7511,0.674762561,,,,,,,,,,,,,,,
94111,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7509,0.836154809,,,,,,,,,,,,,,,
94112,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7513,0.625266076,,,,,,,,,,,,,,,
94114,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7511,0.942611018,,,,,,,,,,,,,,,
94115,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7514,0.839831619,,,,,,,,,,,,,,,
94116,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7512,0.789231693,,,,,,,,,,,,,,,
94117,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7514,0.367195973,,,,,,,,,,,,,,,
94118,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7508,1,,,,,,,,,,,,,,,
94121,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7508,1,,,,,,,,,,,,,,,
94122,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7512,0.626334856,,,,,,,,,,,,,,,
94123,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7514,0.989871477,,,,,,,,,,,,,,,
94124,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7507,0.995366218,,,,,,,,,,,,,,,
94127,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,T,6.5,7.5,7513,0.995939051,,,,,,,,,,,,,,,
94128,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Mateo County,T,6.5,7.5,8102,0.989360051,,,,,,,,,,,,,,,
94129,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,Q,9.8,11,7508,0.998514349,,,,,,,,,,,,,,,
94130,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,Q,9.8,11,7509,1,,,,,,,,,,,,,,,
94131,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,Q,9.8,11,7511,0.603014645,,,,,,,,,,,,,,,
94132,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,Q,9.8,11,7513,0.963548464,,,,,,,,,,,,,,,
94133,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,Q,9.8,11,7509,0.998555879,,,,,,,,,,,,,,,
94134,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,Q,9.8,11,7507,0.988026894,,,,,,,,,,,,,,,
94143,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,Q,9.8,11,7512,1,,,,,,,,,,,,,,,
94158,Pacific Gas & Electric Company,PGE,IOU,3,San Francisco,San Francisco County,Q,9.8,11,7510,1,,,,,,,,,,,,,,,
94301,Pacific Gas & Electric Company,PGE,IOU,4,Palo Alto,Santa Clara County,X,9.8,9.7,8515,0.993776103,,,,,,,,,,,,,,,
94303,Pacific Gas & Electric Company,PGE,IOU,4,Palo Alto,San Mateo County,X,9.8,9.7,8106,0.393429639,,,,,,,,,,,,,,,
94304,Pacific Gas & Electric Company,PGE,IOU,4,Palo Alto,Santa Clara County,X,9.8,9.7,8515,0.998521169,,,,,,,,,,,,,,,
94305,Pacific Gas & Electric Company,PGE,IOU,4,Stanford,Santa Clara County,X,9.8,9.7,8515,1,,,,,,,,,,,,,,,
94306,Pacific Gas & Electric Company,PGE,IOU,4,Palo Alto,Santa Clara County,X,9.8,9.7,8515,0.975592453,,,,,,,,,,,,,,,
94401,Pacific Gas & Electric Company,PGE,IOU,3,San Mateo,San Mateo County,T,6.5,7.5,8103,0.909468917,,,,,,,,,,,,,,,
94402,Pacific Gas & Electric Company,PGE,IOU,3,San Mateo,San Mateo County,T,6.5,7.5,8104,0.710805875,,,,,,,,,,,,,,,
94403,Pacific Gas & Electric Company,PGE,IOU,3,San Mateo,San Mateo County,T,6.5,7.5,8104,0.997914524,,,,,,,,,,,,,,,
94404,Pacific Gas & Electric Company,PGE,IOU,3,San Mateo,San Mateo County,T,6.5,7.5,8104,0.972466662,,,,,,,,,,,,,,,
94501,Alameda Power & Telecom,NA,POU,3,Alameda,Alameda County,NA,NA,NA,114,0.994353405,,,,,,,,,,,,,,,
94502,Alameda Power & Telecom,NA,POU,3,Alameda,Alameda County,NA,NA,NA,114,0.99799158,,,,,,,,,,,,,,,
94503,Pacific Gas & Electric Company,PGE,IOU,2,American Canyon,Napa County,P,13.5,11,5500,0.636737477,,,,,,,,,,,,,,,
94505,Pacific Gas & Electric Company,PGE,IOU,12,Discovery Bay,Contra Costa County,S,15,10.2,1309,0.968791825,,,,,,,,,,,,,,,
94506,Pacific Gas & Electric Company,PGE,IOU,12,Danville,Contra Costa County,X,9.8,9.7,1305,0.992116477,,,,,,,,,,,,,,,
94507,Pacific Gas & Electric Company,PGE,IOU,12,Alamo,Contra Costa County,X,9.8,9.7,1313,0.646503704,,,,,,,,,,,,,,,
94508,Pacific Gas & Electric Company,PGE,IOU,2,Angwin,Napa County,P,13.5,11,5500,1,,,,,,,,,,,,,,,
94509,Pacific Gas & Electric Company,PGE,IOU,12,Antioch,Contra Costa County,R,17.7,10.4,1308,0.987765789,,,,,,,,,,,,,,,
94510,Pacific Gas & Electric Company,PGE,IOU,12,Benicia,Solano County,S,15,10.2,9501,0.857687843,,,,,,,,,,,,,,,
94511,Pacific Gas & Electric Company,PGE,IOU,12,Bethel Island,Contra Costa County,S,15,10.2,1309,1,,,,,,,,,,,,,,,
94512,Pacific Gas & Electric Company,PGE,IOU,12,Birds Landing,Solano County,S,15,10.2,9503,1,,,,,,,,,,,,,,,
94513,Pacific Gas & Electric Company,PGE,IOU,12,Brentwood,Contra Costa County,S,15,10.2,1309,0.587068175,,,,,,,,,,,,,,,
94514,Pacific Gas & Electric Company,PGE,IOU,12,Byron,Contra Costa County,X,9.8,9.7,1305,0.379511913,,,,,,,,,,,,,,,
94515,Pacific Gas & Electric Company,PGE,IOU,2,Calistoga,Napa County,P,13.5,11,5500,0.632965576,,,,,,,,,,,,,,,
94517,Pacific Gas & Electric Company,PGE,IOU,12,Clayton,Contra Costa County,X,9.8,9.7,1313,0.517091299,,,,,,,,,,,,,,,
94518,Pacific Gas & Electric Company,PGE,IOU,12,Concord,Contra Costa County,X,9.8,9.7,1313,0.998243033,,,,,,,,,,,,,,,
