zip_code,utility,acronym,type,climate_zone,city,county,utility_baseline_territory,summer_baseline_allowance,winter_baseline_allowance,puma,percentpuma,,,,,,,,,,,,,,,
95651,Pacific Gas & Electric Company,PGE,IOU,12,Lotus,El Dorado County,S,15,10.2,1700,1,,,,,,,,,,,,,,,
95652,Sacramento Municipal Utility District,NA,POU,12,McClellan,Sacramento County,NA,NA,NA,6704,0.949520365,,,,,,,,,,,,,,,
95653,Pacific Gas & Electric Company,PGE,IOU,12,Madison,Yolo County,S,15,10.2,11301,1,,,,,,,,,,,,,,,
95655,Sacramento Municipal Utility District,NA,POU,12,Mather,Sacramento County,NA,NA,NA,6713,0.712893281,,,,,,,,,,,,,,,
95658,Pacific Gas & Electric Company,PGE,IOU,11,Newcastle,Placer County,S,15,10.2,6103,0.930704047,,,,,,,,,,,,,,,
95659,Pacific Gas & Electric Company,PGE,IOU,11,Nicolaus,Sutter County,S,15,10.2,10100,0.99999831,,,,,,,,,,,,,,,
95660,Sacramento Municipal Utility District,NA,POU,12,North Highlands,Sacramento County,NA,NA,NA,6704,0.998507558,,,,,,,,,,,,,,,
95661,Pacific Gas & Electric Company,PGE,IOU,11,Roseville,Placer County,S,15,10.2,6101,0.988970175,,,,,,,,,,,,,,,
95662,Pacific Gas & Electric Company,PGE,IOU,12,Orangevale,Sacramento County,S,15,10.2,6712,0.882633446,,,,,,,,,,,,,,,
95663,Pacific Gas & Electric Company,PGE,IOU,11,Penryn,Placer County,S,15,10.2,6103,0.858860243,,,,,,,,,,,,,,,
95664,Pacific Gas & Electric Company,PGE,IOU,12,Pilot Hill,El Dorado County,S,15,10.2,1700,0.982279112,,,,,,,,,,,,,,,
95665,Pacific Gas & Electric Company,PGE,IOU,12,Pine Grove,Amador County,P,13.5,11,300,1,,,,,,,,,,,,,,,
95666,Pacific Gas & Electric Company,PGE,IOU,16,Pioneer,Amador County,Y,10.5,11.1,300,0.823092117,,,,,,,,,,,,,,,
95667,Pacific Gas & Electric Company,PGE,IOU,12,Placerville,El Dorado County,P,13.5,11,1700,1,,,,,,,,,,,,,,,
95668,Pacific Gas & Electric Company,PGE,IOU,11,Pleasant Grove,Sutter County,S,15,10.2,10100,0.698034904,,,,,,,,,,,,,,,
95669,Pacific Gas & Electric Company,PGE,IOU,12,Plymouth,Amador County,S,15,10.2,300,0.998032541,,,,,,,,,,,,,,,
95670,Sacramento Municipal Utility District,NA,POU,12,Rancho Cordova,Sacramento County,NA,NA,NA,6713,0.994583334,,,,,,,,,,,,,,,
95672,Pacific Gas & Electric Company,PGE,IOU,12,Rescue,El Dorado County,S,15,10.2,1700,1,,,,,,,,,,,,,,,
95673,Pacific Gas & Electric Company,PGE,IOU,12,Rio Linda,Sacramento County,S,15,10.2,6706,0.743031949,,,,,,,,,,,,,,,
95674,Pacific Gas & Electric Company,PGE,IOU,11,Rio Oso,Sutter County,S,15,10.2,10100,0.999536005,,,,,,,,,,,,,,,
95676,Pacific Gas & Electric Company,PGE,IOU,11,Robbins,Sutter County,S,15,10.2,10100,1,,,,,,,,,,,,,,,
95677,Pacific Gas & Electric Company,PGE,IOU,11,Rocklin,Placer County,S,15,10.2,6102,0.992686644,,,,,,,,,,,,,,,
95678,Pacific Gas & Electric Company,PGE,IOU,11,Roseville,Placer County,S,15,10.2,6101,0.960343901,,,,,,,,,,,,,,,
95679,Pacific Gas & Electric Company,PGE,IOU,12,Rumsey,Yolo County,S,15,10.2,11301,0.998428042,,,,,,,,,,,,,,,
95681,Pacific Gas & Electric Company,PGE,IOU,11,Sheridan,Placer County,S,15,10.2,6103,0.890736502,,,,,,,,,,,,,,,
95682,Pacific Gas & Electric Company,PGE,IOU,12,Shingle Springs,El Dorado County,S,15,10.2,1700,0.999473636,,,,,,,,,,,,,,,
95683,Pacific Gas & Electric Company,PGE,IOU,12,Sloughhouse,Sacramento County,S,15,10.2,6717,0.999237352,,,,,,,,,,,,,,,
95684,Pacific Gas & Electric Company,PGE,IOU,12,Somerset,El Dorado County,Y,10.5,11.1,1700,0.999588212,,,,,,,,,,,,,,,
95685,Pacific Gas & Electric Company,PGE,IOU,12,Sutter Creek,Amador County,S,15,10.2,300,1,,,,,,,,,,,,,,,
95686,Pacific Gas & Electric Company,PGE,IOU,12,Thornton,San Joaquin County,S,15,10.2,7708,0.998852977,,,,,,,,,,,,,,,
95687,Pacific Gas & Electric Company,PGE,IOU,12,Vacaville,Solano County,S,15,10.2,9503,0.969396177,,,,,,,,,,,,,,,
95688,Pacific Gas & Electric Company,PGE,IOU,12,Vacaville,Solano County,S,15,10.2,9503,0.999124772,,,,,,,,,,,,,,,
95689,Pacific Gas & Electric Company,PGE,IOU,12,Volcano,Amador County,P,13.5,11,300,0.998888172,,,,,,,,,,,,,,,
95690,Pacific Gas & Electric Company,PGE,IOU,12,Walnut Grove,Sacramento County,S,15,10.2,6717,0.646856338,,,,,,,,,,,,,,,
95691,Pacific Gas & Electric Company,PGE,IOU,12,West Sacramento,Yolo County,S,15,10.2,11301,0.525421476,,,,,,,,,,,,,,,
95692,Pacific Gas & Electric Company,PGE,IOU,11,Wheatland,Yuba County,S,15,10.2,10100,0.998369238,,,,,,,,,,,,,,,
95693,Sacramento Municipal Utility District,NA,POU,12,Wilton,Sacramento County,NA,NA,NA,6717,1,,,,,,,,,,,,,,,
95694,Pacific Gas & Electric Company,PGE,IOU,12,Winters,Yolo County,S,15,10.2,11301,0.783748009,,,,,,,,,,,,,,,
95695,Pacific Gas & Electric Company,PGE,IOU,12,Woodland,Yolo County,S,15,10.2,11301,1,,,,,,,,,,,,,,,
95697,Pacific Gas & Electric Company,PGE,IOU,12,Yolo,Yolo County,S,15,10.2,11301,1,,,,,,,,,,,,,,,
95698,Pacific Gas & Electric Company,PGE,IOU,12,Zamora,Yolo County,S,15,10.2,11301,1,,,,,,,,,,,,,,,
95699,Pacific Gas & Electric Company,PGE,IOU,12,Drytown,Amador County,S,15,10.2,300,1,,,,,,,,,,,,,,,
95701,Pacific Gas & Electric Company,PGE,IOU,16,Alta,Placer County,Y,10.5,11.1,6103,0.997540932,,,,,,,,,,,,,,,
95703,Pacific Gas & Electric Company,PGE,IOU,11,Applegate,Placer County,S,15,10.2,6103,1,,,,,,,,,,,,,,,
95709,Pacific Gas & Electric Company,PGE,IOU,12,Camino,El Dorado County,Y,10.5,11.1,1700,1,,,,,,,,,,,,,,,
95713,Pacific Gas & Electric Company,PGE,IOU,11,Colfax,Placer County,S,15,10.2,6103,0.998361056,,,,,,,,,,,,,,,
95714,Pacific Gas & Electric Company,PGE,IOU,16,Dutch Flat,Placer County,Y,10.5,11.1,6103,0.998290537,,,,,,,,,,,,,,,
95715,Pacific Gas & Electric Company,PGE,IOU,16,Emigrant Gap,Placer County,Y,10.5,11.1,6103,0.999944867,,,,,,,,,,,,,,,
95717,Pacific Gas & Electric Company,PGE,IOU,16,Gold Run,Placer County,Y,10.5,11.1,6103,0.99840152,,,,,,,,,,,,,,,
95720,Pacific Gas & Electric Company,PGE,IOU,16,Kyburz,El Dorado County,Y,10.5,11.1,1700,1,,,,,,,,,,,,,,,
95721,Liberty Utilities,NA,IOU,16,Echo Lake,El Dorado County,NA,NA,NA,1700,1,,,,,,,,,,,,,,,
95722,Pacific Gas & Electric Company,PGE,IOU,11,Meadow Vista,Placer County,S,15,10.2,6103,0.998186298,,,,,,,,,,,,,,,
95724,Liberty Utilities,NA,IOU,16,Norden,Placer County,NA,NA,NA,6103,0.982288008,,,,,,,,,,,,,,,
95726,Pacific Gas & Electric Company,PGE,IOU,16,Pollock Pines,El Dorado County,Y,10.5,11.1,1700,1,,,,,,,,,,,,,,,
95728,Liberty Utilities,NA,IOU,16,Soda Springs,Placer County,NA,NA,NA,5700,0.999423699,,,,,,,,,,,,,,,
95735,Pacific Gas & Electric Company,PGE,IOU,16,Twin Bridges,El Dorado County,Y,10.5,11.1,1700,1,,,,,,,,,,,,,,,
95736,Pacific Gas & Electric Company,PGE,IOU,11,Weimar,Placer County,S,15,10.2,6103,1,,,,,,,,,,,,,,,
95742,Sacramento Municipal Utility District,NA,POU,12,Rancho Cordova,Sacramento County,NA,NA,NA,6717,0.976145752,,,,,,,,,,,,,,,
95746,Pacific Gas & Electric Company,PGE,IOU,11,Granite Bay,Placer County,S,15,10.2,6103,0.89117592,,,,,,,,,,,,,,,
95747,Pacific Gas & Electric Company,PGE,IOU,11,Roseville,Placer County,S,15,10.2,6101,0.999232335,,,,,,,,,,,,,,,
95757,Pacific Gas & Electric Company,PGE,IOU,12,Elk Grove,Sacramento County,S,15,10.2,6717,0.87457774,,,,,,,,,,,,,,,
95758,Sacramento Municipal Utility District,NA,POU,12,Elk Grove,Sacramento County,NA,NA,NA,6715,0.940729044,,,,,,,,,,,,,,,
95762,Pacific Gas & Electric Company,PGE,IOU,12,El Dorado Hills,El Dorado County,S,15,10.2,1700,0.999223545,,,,,,,,,,,,,,,
95765,Pacific Gas & Electric Company,PGE,IOU,11,Rocklin,Placer County,S,15,10.2,6102,0.929849211,,,,,,,,,,,,,,,
95776,Pacific Gas & Electric Company,PGE,IOU,12,Woodland,Yolo County,S,15,10.2,11301,0.999538949,,,,,,,,,,,,,,,
95811,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6707,0.99382311,,,,,,,,,,,,,,,
95814,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6707,0.995337435,,,,,,,,,,,,,,,
95815,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6707,0.403677939,,,,,,,,,,,,,,,
95816,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6707,0.95666554,,,,,,,,,,,,,,,
95817,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6714,0.927379446,,,,,,,,,,,,,,,
95818,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6707,0.994331967,,,,,,,,,,,,,,,
95819,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6707,0.941728502,,,,,,,,,,,,,,,
95820,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6714,0.906399526,,,,,,,,,,,,,,,
95821,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6704,0.501879074,,,,,,,,,,,,,,,
95822,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6709,0.619158168,,,,,,,,,,,,,,,
95823,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6709,0.526472866,,,,,,,,,,,,,,,
95824,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6714,0.94334969,,,,,,,,,,,,,,,
95825,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6704,0.661621103,,,,,,,,,,,,,,,
95826,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6713,0.347553469,,,,,,,,,,,,,,,
95827,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6713,0.522857722,,,,,,,,,,,,,,,
95828,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6714,0.350834678,,,,,,,,,,,,,,,
95829,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6717,0.798125257,,,,,,,,,,,,,,,
95830,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6717,0.999964524,,,,,,,,,,,,,,,
95831,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6709,0.990336117,,,,,,,,,,,,,,,
95832,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6717,0.528272769,,,,,,,,,,,,,,,
95833,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6705,0.994949643,,,,,,,,,,,,,,,
95834,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6705,0.998592973,,,,,,,,,,,,,,,
95835,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6705,0.999687605,,,,,,,,,,,,,,,
95836,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6705,0.625367681,,,,,,,,,,,,,,,
95837,Pacific Gas & Electric Company,PGE,IOU,12,Sacramento,Sacramento County,S,15,10.2,6705,0.931384864,,,,,,,,,,,,,,,
95838,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6706,0.992719764,,,,,,,,,,,,,,,
95841,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6704,0.724055196,,,,,,,,,,,,,,,
95842,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6704,0.987206965,,,,,,,,,,,,,,,
95843,Pacific Gas & Electric Company,PGE,IOU,12,Antelope,Sacramento County,S,15,10.2,6706,0.952577175,,,,,,,,,,,,,,,
95864,Sacramento Municipal Utility District,NA,POU,12,Sacramento,Sacramento County,NA,NA,NA,6703,0.581211643,,,,,,,,,,,,,,,
95901,Pacific Gas & Electric Company,PGE,IOU,11,Marysville,Yuba County,S,15,10.2,10100,0.937294938,,,,,,,,,,,,,,,
95903,Pacific Gas & Electric Company,PGE,IOU,11,Beale AFB,Yuba County,S,15,10.2,10100,1,,,,,,,,,,,,,,,
95910,Pacific Gas & Electric Company,PGE,IOU,16,Alleghany,Sierra County,Y,10.5,11.1,5700,1,,,,,,,,,,,,,,,
95912,Pacific Gas & Electric Company,PGE,IOU,11,Arbuckle,Colusa County,S,15,10.2,1100,0.999347553,,,,,,,,,,,,,,,
95913,Pacific Gas & Electric Company,PGE,IOU,11,Artois,Glenn County,S,15,10.2,1100,1,,,,,,,,,,,,,,,
95914,Pacific Gas & Electric Company,PGE,IOU,11,Bangor,Butte County,S,15,10.2,700,0.916750027,,,,,,,,,,,,,,,
95915,Pacific Gas & Electric Company,PGE,IOU,16,Belden,Plumas County,Y,10.5,11.1,1500,0.998996827,,,,,,,,,,,,,,,
95916,Pacific Gas & Electric Company,PGE,IOU,16,Berry Creek,Butte County,Y,10.5,11.1,700,0.999532748,,,,,,,,,,,,,,,
95917,Pacific Gas & Electric Company,PGE,IOU,11,Biggs,Butte County,S,15,10.2,700,0.999442036,,,,,,,,,,,,,,,
95918,Pacific Gas & Electric Company,PGE,IOU,11,Browns Valley,Yuba County,S,15,10.2,10100,0.999737924,,,,,,,,,,,,,,,
95919,Pacific Gas & Electric Company,PGE,IOU,11,Brownsville,Yuba County,S,15,10.2,10100,1,,,,,,,,,,,,,,,
95920,Pacific Gas & Electric Company,PGE,IOU,11,Butte City,Glenn County,S,15,10.2,1100,0.998324848,,,,,,,,,,,,,,,
95922,Pacific Gas & Electric Company,PGE,IOU,16,Camptonville,Yuba County,Y,10.5,11.1,5700,0.682456934,,,,,,,,,,,,,,,
95923,Pacific Gas & Electric Company,PGE,IOU,16,Canyon Dam,Plumas County,Y,10.5,11.1,1500,1,,,,,,,,,,,,,,,
95925,Pacific Gas & Electric Company,PGE,IOU,16,Challenge,Yuba County,Y,10.5,11.1,10100,0.999732021,,,,,,,,,,,,,,,
95926,Pacific Gas & Electric Company,PGE,IOU,11,Chico,Butte County,S,15,10.2,700,1,,,,,,,,,,,,,,,
95928,Pacific Gas & Electric Company,PGE,IOU,11,Chico,Butte County,S,15,10.2,700,0.99582168,,,,,,,,,,,,,,,
95930,Pacific Gas & Electric Company,PGE,IOU,16,Clipper Mills,Butte County,Y,10.5,11.1,700,0.99487747,,,,,,,,,,,,,,,
95932,Pacific Gas & Electric Company,PGE,IOU,11,Colusa,Colusa County,S,15,10.2,1100,0.99935867,,,,,,,,,,,,,,,
95934,Pacific Gas & Electric Company,PGE,IOU,16,Crescent Mills,Plumas County,Y,10.5,11.1,1500,1,,,,,,,,,,,,,,,
95935,Pacific Gas & Electric Company,PGE,IOU,11,Dobbins,Yuba County,S,15,10.2,10100,0.99776489,,,,,,,,,,,,,,,
95936,Pacific Gas & Electric Company,PGE,IOU,16,Downieville,Sierra County,Y,10.5,11.1,5700,1,,,,,,,,,,,,,,,
95937,Pacific Gas & Electric Company,PGE,IOU,12,Dunnigan,Yolo County,S,15,10.2,11301,0.999559616,,,,,,,,,,,,,,,
95938,Pacific Gas & Electric Company,PGE,IOU,11,Durham,Butte County,S,15,10.2,700,0.998907387,,,,,,,,,,,,,,,
95939,Pacific Gas & Electric Company,PGE,IOU,11,Elk Creek,Glenn County,S,15,10.2,1100,0.999677892,,,,,,,,,,,,,,,
95941,Pacific Gas & Electric Company,PGE,IOU,16,Forbestown,Butte County,Y,10.5,11.1,700,0.872658323,,,,,,,,,,,,,,,
95942,Pacific Gas & Electric Company,PGE,IOU,16,Forest Ranch,Butte County,Y,10.5,11.1,700,0.650722578,,,,,,,,,,,,,,,
95943,Pacific Gas & Electric Company,PGE,IOU,11,Glenn,Glenn County,S,15,10.2,1100,0.989530441,,,,,,,,,,,,,,,
95944,Pacific Gas & Electric Company,PGE,IOU,16,Goodyears Bar,Sierra County,Y,10.5,11.1,5700,1,,,,,,,,,,,,,,,
95945,Pacific Gas & Electric Company,PGE,IOU,11,Grass Valley,Nevada County,S,15,10.2,5700,0.998377621,,,,,,,,,,,,,,,
95946,Pacific Gas & Electric Company,PGE,IOU,11,Penn Valley,Nevada County,S,15,10.2,5700,0.999335324,,,,,,,,,,,,,,,
95947,Pacific Gas & Electric Company,PGE,IOU,16,Greenville,Plumas County,Y,10.5,11.1,1500,1,,,,,,,,,,,,,,,
95948,Pacific Gas & Electric Company,PGE,IOU,11,Gridley,Butte County,S,15,10.2,700,0.997004872,,,,,,,,,,,,,,,
95949,Pacific Gas & Electric Company,PGE,IOU,11,Grass Valley,Nevada County,S,15,10.2,5700,0.998718524,,,,,,,,,,,,,,,
95951,Pacific Gas & Electric Company,PGE,IOU,11,Hamilton City,Glenn County,S,15,10.2,1100,0.997321682,,,,,,,,,,,,,,,
95953,Pacific Gas & Electric Company,PGE,IOU,11,Live Oak,Sutter County,S,15,10.2,10100,0.999319491,,,,,,,,,,,,,,,
95954,Pacific Gas & Electric Company,PGE,IOU,16,Magalia,Butte County,Y,10.5,11.1,700,0.999955301,,,,,,,,,,,,,,,
95955,Pacific Gas & Electric Company,PGE,IOU,11,Maxwell,Colusa County,S,15,10.2,1100,1,,,,,,,,,,,,,,,
95956,Pacific Gas & Electric Company,PGE,IOU,16,Meadow Valley,Plumas County,Y,10.5,11.1,1500,1,,,,,,,,,,,,,,,
95957,Pacific Gas & Electric Company,PGE,IOU,11,Meridian,Sutter County,S,15,10.2,10100,0.97974532,,,,,,,,,,,,,,,
95959,Pacific Gas & Electric Company,PGE,IOU,11,Nevada City,Nevada County,S,15,10.2,5700,0.999785682,,,,,,,,,,,,,,,
95960,Pacific Gas & Electric Company,PGE,IOU,16,North San Juan,Nevada County,Y,10.5,11.1,5700,0.720231821,,,,,,,,,,,,,,,
95961,Pacific Gas & Electric Company,PGE,IOU,11,Olivehurst,Yuba County,S,15,10.2,10100,1,,,,,,,,,,,,,,,
95962,Pacific Gas & Electric Company,PGE,IOU,11,Oregon House,Yuba County,S,15,10.2,10100,0.999465267,,,,,,,,,,,,,,,
95963,Pacific Gas & Electric Company,PGE,IOU,11,Orland,Glenn County,S,15,10.2,1100,0.999701918,,,,,,,,,,,,,,,
95965,Pacific Gas & Electric Company,PGE,IOU,11,Oroville,Butte County,S,15,10.2,700,0.999726452,,,,,,,,,,,,,,,
95966,Pacific Gas & Electric Company,PGE,IOU,11,Oroville,Butte County,S,15,10.2,700,0.958257814,,,,,,,,,,,,,,,
95968,Pacific Gas & Electric Company,PGE,IOU,11,Palermo,Butte County,S,15,10.2,700,1,,,,,,,,,,,,,,,
95969,Pacific Gas & Electric Company,PGE,IOU,11,Paradise,Butte County,S,15,10.2,700,1,,,,,,,,,,,,,,,
95970,Pacific Gas & Electric Company,PGE,IOU,11,Princeton,Colusa County,S,15,10.2,1100,1,,,,,,,,,,,,,,,
95971,Pacific Gas & Electric Company,PGE,IOU,16,Quincy,Plumas County,Y,10.5,11.1,1500,0.999783957,,,,,,,,,,,,,,,
95972,Pacific Gas & Electric Company,PGE,IOU,11,Rackerby,Yuba County,S,15,10.2,10100,0.999038647,,,,,,,,,,,,,,,
95973,Pacific Gas & Electric Company,PGE,IOU,11,Chico,Butte County,S,15,10.2,700,0.737871415,,,,,,,,,,,,,,,
95974,Pacific Gas & Electric Company,PGE,IOU,11,Richvale,Butte County,S,15,10.2,700,1,,,,,,,,,,,,,,,
95975,Pacific Gas & Electric Company,PGE,IOU,11,Rough and Ready,Nevada County,S,15,10.2,5700,1,,,,,,,,,,,,,,,
95977,Pacific Gas & Electric Company,PGE,IOU,11,Smartsville,Nevada County,S,15,10.2,5700,0.554379997,,,,,,,,,,,,,,,
95978,Pacific Gas & Electric Company,PGE,IOU,16,Stirling City,Butte County,Y,10.5,11.1,700,1,,,,,,,,,,,,,,,
95979,Pacific Gas & Electric Company,PGE,IOU,11,Stonyford,Colusa County,S,15,10.2,1100,0.999494125,,,,,,,,,,,,,,,
95981,Pacific Gas & Electric Company,PGE,IOU,16,Strawberry Valley,Plumas County,Y,10.5,11.1,1500,0.881873162,,,,,,,,,,,,,,,
95982,Pacific Gas & Electric Company,PGE,IOU,11,Sutter,Sutter County,S,15,10.2,10100,0.998549024,,,,,,,,,,,,,,,
95983,Pacific Gas & Electric Company,PGE,IOU,16,Taylorsville,Plumas County,Y,10.5,11.1,1500,1,,,,,,,,,,,,,,,
95984,Pacific Gas & Electric Company,PGE,IOU,16,Twain,Plumas County,Y,10.5,11.1,1500,1,,,,,,,,,,,,,,,
95987,Pacific Gas & Electric Company,PGE,IOU,11,Williams,Colusa County,S,15,10.2,1100,0.999556216,,,,,,,,,,,,,,,
95988,Pacific Gas & Electric Company,PGE,IOU,11,Willows,Glenn County,S,15,10.2,1100,1,,,,,,,,,,,,,,,
95991,Pacific Gas & Electric Company,PGE,IOU,11,Yuba City,Sutter County,S,15,10.2,10100,1,,,,,,,,,,,,,,,
95993,Pacific Gas & Electric Company,PGE,IOU,11,Yuba City,Sutter County,S,15,10.2,10100,1,,,,,,,,,,,,,,,
96001,Pacific Gas & Electric Company,PGE,IOU,11,Redding,Shasta County,S,15,10.2,8900,1,,,,,,,,,,,,,,,
96002,Pacific Gas & Electric Company,PGE,IOU,11,Redding,Shasta County,S,15,10.2,8900,1,,,,,,,,,,,,,,,
96003,Pacific Gas & Electric Company,PGE,IOU,11,Redding,Shasta County,S,15,10.2,8900,1,,,,,,,,,,,,,,,
96007,Pacific Gas & Electric Company,PGE,IOU,11,Anderson,Shasta County,S,15,10.2,8900,0.999211883,,,,,,,,,,,,,,,
96008,Pacific Gas & Electric Company,PGE,IOU,11,Bella Vista,Shasta County,S,15,10.2,8900,1,,,,,,,,,,,,,,,
96009,Pacific Gas & Electric Company,PGE,IOU,16,Bieber,Lassen County,Y,10.5,11.1,1500,1,,,,,,,,,,,,,,,
96010,Trinity Public Utilities District,NA,POU,16,Big Bar,Trinity County,NA,NA,NA,1100,1,,,,,,,,,,,,,,,
96013,PacifiCorp,NA,IOU,16,Burney,Shasta County,NA,NA,NA,8900,0.9783957,,,,,,,,,,,,,,,
96014,PacifiCorp,NA,IOU,16,Callahan,Siskiyou County,NA,NA,NA,1500,0.999360864,,,,,,,,,,,,,,,
96015,PacifiCorp,NA,IOU,16,Canby,Modoc County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96016,Pacific Gas & Electric Company,PGE,IOU,16,Cassel,Shasta County,Y,10.5,11.1,8900,1,,,,,,,,,,,,,,,
96017,PacifiCorp,NA,IOU,16,Castella,Shasta County,NA,NA,NA,8900,1,,,,,,,,,,,,,,,
96019,Pacific Gas & Electric Company,PGE,IOU,11,Shasta Lake,Shasta County,S,15,10.2,8900,1,,,,,,,,,,,,,,,
96020,Pacific Gas & Electric Company,PGE,IOU,16,Chester,Plumas County,Y,10.5,11.1,1500,0.999377301,,,,,,,,,,,,,,,
96021,Pacific Gas & Electric Company,PGE,IOU,11,Corning,Tehama County,S,15,10.2,1100,0.999696957,,,,,,,,,,,,,,,
96022,Pacific Gas & Electric Company,PGE,IOU,11,Cottonwood,Tehama County,S,15,10.2,1100,0.746634233,,,,,,,,,,,,,,,
96023,PacifiCorp,NA,IOU,16,Dorris,Siskiyou County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96024,Pacific Gas & Electric Company,PGE,IOU,16,Douglas City,Trinity County,Y,10.5,11.1,1100,0.999385172,,,,,,,,,,,,,,,
96025,PacifiCorp,NA,IOU,16,Dunsmuir,Siskiyou County,NA,NA,NA,1500,0.990990509,,,,,,,,,,,,,,,
96027,PacifiCorp,NA,IOU,16,Etna,Siskiyou County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96028,PacifiCorp,NA,IOU,16,Fall River Mills,Shasta County,NA,NA,NA,8900,0.999636895,,,,,,,,,,,,,,,
96031,PacifiCorp,NA,IOU,16,Forks of Salmon,Siskiyou County,NA,NA,NA,1500,0.999188876,,,,,,,,,,,,,,,
96032,PacifiCorp,NA,IOU,16,Fort Jones,Siskiyou County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96033,PacifiCorp,NA,IOU,11,French Gulch,Shasta County,NA,NA,NA,8900,0.999495448,,,,,,,,,,,,,,,
96034,PacifiCorp,NA,IOU,16,Gazelle,Siskiyou County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96035,Pacific Gas & Electric Company,PGE,IOU,11,Gerber,Tehama County,S,15,10.2,1100,1,,,,,,,,,,,,,,,
96038,PacifiCorp,NA,IOU,16,Grenada,Siskiyou County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96039,PacifiCorp,NA,IOU,16,Happy Camp,Siskiyou County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96040,Pacific Gas & Electric Company,PGE,IOU,16,Hat Creek,Shasta County,Y,10.5,11.1,8900,0.999894128,,,,,,,,,,,,,,,
96041,Trinity Public Utilities District,NA,POU,16,Hayfork,Trinity County,NA,NA,NA,1100,1,,,,,,,,,,,,,,,
96044,PacifiCorp,NA,IOU,16,Hornbrook,Siskiyou County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96046,Pacific Gas & Electric Company,PGE,IOU,16,Hyampom,Trinity County,Y,10.5,11.1,1100,0.679994162,,,,,,,,,,,,,,,
96047,Pacific Gas & Electric Company,PGE,IOU,11,Igo,Shasta County,S,15,10.2,8900,0.999491129,,,,,,,,,,,,,,,
96048,PacifiCorp,NA,IOU,16,Junction City,Trinity County,NA,NA,NA,1100,0.999993698,,,,,,,,,,,,,,,
96050,PacifiCorp,NA,IOU,16,Klamath River,Siskiyou County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96051,PacifiCorp,NA,IOU,11,Lakehead,Shasta County,NA,NA,NA,8900,0.999458805,,,,,,,,,,,,,,,
96052,PacifiCorp,NA,IOU,16,Lewiston,Trinity County,NA,NA,NA,1100,0.999488326,,,,,,,,,,,,,,,
96054,PacifiCorp,NA,IOU,16,Lookout,Modoc County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
96055,Pacific Gas & Electric Company,PGE,IOU,11,Los Molinos,Tehama County,S,15,10.2,1100,1,,,,,,,,,,,,,,,
