building_id,income,annual_kwh,baseline_bill_tou_dr,rate_scenario,s1_upfront,s1_bill,s1_bill_delta,s1_fuel_savings,s1_net_annual_savings,s1_payback,s2_upfront,s2_bill,s2_bill_savings,s2_net_annual_savings,s2_payback,s3_upfront,s3_bill,s3_bill_delta,s3_gas_savings,s3_fuel_savings,s3_net_annual_savings,s3_payback,s4_upfront,s4_bill,s4_bill_delta,s4_gas_savings,s4_fuel_savings,s4_net_annual_savings,s4_payback
105667,high,9711.03605617057,4676.636052773567,tou_dr,,,,,,,19159.747513259124,2325.993553597163,2350.642499176404,2350.642499176404,8.150855572453972,54159.74751325912,2895.657613706838,-1780.9784390667287,447.875,2640.0,4868.853439066728,11.123716947134184,55824.03109667241,2746.4186644869005,-1930.2173882866664,447.875,2640.0,5018.092388286666,11.124552275477829
105795,low,3488.9654833829904,913.9081228338378,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
105836,low,343.1351293928323,89.19310536540523,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
105981,high,7141.128954627993,3264.3669696915586,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106,high,5645.838282534893,2511.7523225459445,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
10608,low,3207.189527770271,870.3984189224909,tou_dr,,,,,,,13300.0,316.3353461265049,554.063072795986,554.063072795986,24.004487310233092,48300.0,421.38751781874976,-449.01090110374116,447.875,2640.0,3536.885901103741,13.656080900129467,48300.0,421.38751781874976,-449.01090110374116,447.875,2640.0,3536.885901103741,13.656080900129467
106131,medium,5771.17004071576,2602.1492531451595,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106198,medium,325.5965982619666,134.29160999261384,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106238,low,1484.3540015133376,398.546560882788,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106327,high,4165.366916491044,1717.7981846657208,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106469,medium,4946.844103213402,2163.812255722462,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106497,low,6050.244864036048,1713.9590832759463,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106673,medium,588.1362016290897,243.8584490694357,tou_dr,10000.0,767.6451203011638,523.7866712317282,2640.0,2116.213328768272,4.725421517792081,,,,,,,,,,,,,,,,,,,
106680,high,2863.026159562562,1203.8381395125425,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106701,low,4995.862286882662,1374.0888704534036,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106795,high,5970.931028680125,2655.0862450751674,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106977,medium,2452.3445820304587,1038.3145065872882,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
106978,low,247.7071515028712,64.39655686207186,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
107181,high,12708.6602453421,6330.591933114415,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
107276,low,8507.413356113908,2547.0864224270344,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
107617,low,6607.397022476293,1894.580042312601,tou_dr,,,,,,,15720.941171516986,695.0531811114154,1199.5268612011857,1199.5268612011857,13.105951754822984,50720.941171516984,978.2422972339776,-916.3377450786235,447.875,2640.0,4004.2127450786234,12.666894693309077,52077.87195285999,874.0279891874156,-1020.5520531251855,447.875,2640.0,4108.427053125186,12.675866281536033
107679,low,2667.3534539945035,699.3054164123201,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
107811,low,5532.722025282386,1495.6299070196997,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
107872,medium,6015.685516119193,2720.750865164671,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
107913,medium,3984.956640599561,1667.349260114186,tou_dr,,,,,,,13300.0,636.710644253952,1030.638615860234,1030.638615860234,12.904620295930796,48300.0,1988.450809762632,321.1015496484458,447.875,2640.0,2766.773450351554,17.457157539900084,51889.94762301877,1555.1508338604733,-112.1984262537128,447.875,2640.0,3200.0734262537126,16.215236562170297
107926,low,3828.419046596607,1012.521974436212,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
108051,low,3802.403819681279,1031.7780179862832,tou_dr,,,,,,,13300.0,450.97621325749947,580.8018047287837,580.8018047287837,22.899377880223156,48300.0,476.94406038968447,-554.8339575965988,447.875,2640.0,3642.708957596599,13.259362897843909,48300.0,476.94406038968447,-554.8339575965988,447.875,2640.0,3642.708957596599,13.259362897843909
108074,medium,5698.388274005874,2550.1173217869678,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
108120,high,6785.395714684065,3148.0091354859496,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
108184,high,4429.798992683884,1921.795513098344,tou_dr,10000.0,2898.2849872805277,976.4894741821838,2640.0,1663.5105258178162,6.011383664124273,,,,,,,,,,,,,,,,,,,
108246,low,4716.761512223296,1253.3079897542027,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
108359,medium,5091.15335641447,2212.698608839178,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
108792,medium,4381.613668193388,1861.3218899630308,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
109104,medium,1999.7326806209653,828.0204258905449,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
109244,medium,6978.909261353756,3201.6487698193296,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
109558,low,4493.596148389991,1180.2975648512422,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
10960,high,4398.6095573422,1828.168699254531,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
109658,medium,583.3251563558764,244.95602164254555,tou_dr,10000.0,1553.7024005748242,1308.7463789322787,2640.0,1331.2536210677213,7.511716656950447,,,,,,,,,,,,,,,,,,,
109966,high,5008.465699540738,2244.847989739852,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
